ID1 ID2 UDdiam LDdiam e_LDdiam Band mu-lambda Method BandCode Notes BibCode Com CADARS SimbadName _RA _DE
HD3712 "ALF CAS" 5.284 5.608 0.056 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 6 HD3712 10.12684 56.53733
HD6860 HR337 12.782 13.749 0.137 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 12 HD6860 17.43302 35.62056
HD12533 HR603 7.326 7.814 0.078 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 6 HD12533 30.97480 42.32972
HD12929 HR617 6.407 6.827 0.068 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 9 HD12929 31.79336 23.46242
HD13520 HR643 2.824 2.907 0.048 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 1 HD13520 33.30551 44.23165
HD17506 HR834 4.977 5.381 0.055 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 1 HD17506 42.67421 55.89550
HD17709 HR843 3.777 4.056 0.041 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 2 HD17709 42.87850 35.05974
HD18884 HR911 12.269 13.238 0.256 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 9 HD18884 45.56989 4.08974
HD19058 HR921 15.085 16.555 0.166 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 7 HD19058 46.29414 38.84028
HD20902 HR1017 3.055 3.188 0.035 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 8 HD20902 51.08071 49.86118
HD25025 HR1231 8.668 9.332 0.173 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 1 HD25025 59.50736 -13.50852
HD27697 HR1373 2.207 2.338 0.033 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 9 HD27697 65.73375 17.54252
HD28305 HR1409 2.522 2.671 0.032 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 6 HD28305 67.15416 19.18043
HD29139 HR1457 19.626 21.099 0.211 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 29 HD29139 68.98016 16.50930
HD31398 HR1577 7.004 7.5 0.075 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 4 HD31398 74.24842 33.16610
HD31767 HR1601 2.598 2.781 0.056 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 2 HD31767 74.63709 1.71402
HD31964 HR1605 2.006 2.096 0.086 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 8 HD31964 75.49220 43.82330
HD40239 HR2091 8.735 9.558 0.096 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 3 HD40239 89.98374 45.93674
HD42995 HR2216 10.914 11.789 0.118 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 4 HD42995 93.71940 22.50679
HD44478 HR2286 13.989 15.118 0.151 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 15 HD44478 95.74011 22.51358
HD48329 HR2473 4.406 4.703 0.047 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 12 HD48329 100.98303 25.13113
HD48915 HR2491 5.823 5.993 0.108 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 21 HD48915 101.28716 -16.71612
HD61421 HR2943 5.228 5.446 0.054 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 22 HD61421 114.82550 5.22499
HD62509 HR2990 7.529 7.98 0.08 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 14 HD62509 116.32896 28.02620
HD69267 HR3249 4.885 5.238 0.069 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 2 HD69267 124.12884 9.18554
HD76827 HR3576 5.222 5.64 0.145 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 2 HD76827 135.63623 67.62962
HD80493 HR3705 7.012 7.538 0.075 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 5 HD80493 140.26375 34.39256
HD81797 HR3748 9.088 9.727 0.097 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 4 HD81797 141.89684 -8.65860
HD84441 HR3873 2.446 2.575 0.078 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 3 HD84441 146.46281 23.77426
HD89758 HR4069 7.924 8.538 0.085 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 3 HD89758 155.58225 41.49952
HD95689 HR4301 6.337 6.739 0.099 800nm "" 1 5 "Secondary is an F star at 1arcsec.We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 5 HD95689 165.93196 61.75103
HD96833 HR4335 3.866 4.12 0.041 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 3 HD96833 167.41587 44.49849
HD98262 HR4377 4.442 4.759 0.048 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 2 HD98262 169.61974 33.09431
HD100029 HR4434 5.963 6.43 0.069 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 3 HD100029 172.85092 69.33107
HD102212 HR4517 5.681 6.116 0.115 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 9 HD102212 176.46483 6.52937
HD112300 HR4910 9.911 10.709 0.107 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 3 HD112300 193.90087 3.39747
HD113226 HR4932 3.115 3.283 0.033 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 3 HD113226 195.54416 10.95915
HD121370 HR5235 2.176 2.269 0.025 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 9 HD121370 208.67116 18.39772
HD124897 HR5340 19.995 21.373 0.247 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 25 HD124897 213.91530 19.18241
HD131873 HR5563 9.608 10.301 0.103 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 4 HD131873 222.67636 74.15550
HD132813 HR5589 9.78 10.588 0.17 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 2 HD132813 224.39586 65.93246
HD133208 HR5602 2.35 2.477 0.065 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 6 HD133208 225.48651 40.39057
HD135722 HR5681 2.609 2.764 0.03 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 4 HD135722 228.87568 33.31483
HD140573 HR5854 4.557 4.846 0.048 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 6 HD140573 236.06698 6.42563
HD146051 HR6056 9.714 10.471 0.117 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 7 HD146051 243.58641 -3.69432
HD148387 HR6132 3.535 3.722 0.071 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 8 HD148387 245.99786 61.51421
HD148783 HR6146 17.54 19.086 0.191 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 5 HD148783 247.16062 41.88168
"CCDM J16294-2626 A" HR6134 38.727 39.759 0.399 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 17 "CCDM J16294-2626 A" 247.35192 -26.43200
HD148856 HR6148 3.285 3.462 0.035 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 6 HD148856 247.55500 21.48961
HD150680 HR6212 2.261 2.367 0.051 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 8 HD150680 250.32150 31.60272
HD150997 HR6220 2.488 2.624 0.034 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 3 HD150997 250.72402 38.92225
HD156014 HR6406 35.091 36.026 0.439 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 13 HD156014 258.66189 14.39037
HD156283 HR6418 4.942 5.275 0.067 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 5 HD156283 258.76181 36.80916
HD159181 HR6536 3.059 3.225 0.053 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 3 HD159181 262.60817 52.30139
HD161797 HR6623 1.863 1.953 0.039 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 13 HD161797 266.61469 27.72068
HD163770 HR6695 2.976 3.17 0.032 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 2 HD163770 269.06325 37.25054
HD164058 HR6705 9.193 9.86 0.128 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 11 HD164058 269.15154 51.48890
HD172167 HR7001 3.149 3.225 0.032 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 20 HD172167 279.23473 38.78369
HD175588 HR7139 10.512 11.53 0.156 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 3 HD175588 283.62619 36.89862
HD175865 HR7157 16.614 18.016 0.224 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 7 HD175865 283.83376 43.94609
HD180711 HR7310 3.075 3.254 0.053 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 5 HD180711 288.13876 67.66154
HD183439 HR7405 4.151 4.458 0.045 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 3 HD183439 292.17637 24.66490
HD183912 HR7417 4.543 4.834 0.048 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 1 HD183912 292.68036 27.95968
HD186791 HR7525 6.788 7.271 0.073 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 6 HD186791 296.56492 10.61326
HR7536 "" 8.426 9.151 0.119 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 1 HR7536 296.84694 18.53431
HD187642 HR7557 3.348 3.462 0.035 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 14 HD187642 297.69583 8.86832
HD189319 HR7635 5.799 6.225 0.062 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 4 HD189319 299.68929 19.49215
HD192577 HR7735 4.086 4.362 0.044 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 8 HD192577 303.40794 46.74133
HD192909 HR7751 5.022 5.423 0.054 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 12 HD192909 303.86801 47.71423
HD194093 HR7796 2.891 3.017 0.03 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 2 HD194093 305.55709 40.25668
HD197345 HR7924 2.337 2.42 0.06 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 7 HD197345 310.35798 45.28034
HD197989 HR7949 4.354 4.612 0.046 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 8 HD197989 311.55284 33.97026
HD200905 HR8079 5.359 5.787 0.058 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 4 HD200905 316.23276 43.92785
HD202109 HR8115 2.666 2.821 0.028 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 5 HD202109 318.23411 30.22692
HD204724 HR8225 4.201 4.521 0.047 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 1 HD204724 322.48706 23.63884
HD206936 HR8316 18.672 20.584 0.48 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 5 HD206936 325.87692 58.78004
HD206778 HR8308 6.967 7.459 0.251 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 3 HD206778 326.04648 9.87501
HD209750 HR8414 3.073 3.237 0.057 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 6 HD209750 331.44598 -0.31985
HD210745 HR8465 4.885 5.234 0.052 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 3 HD210745 332.71365 58.20126
HD215665 HR8667 2.251 2.387 0.048 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 3 HD215665 341.63282 23.56565
HD216131 HR8684 2.366 2.496 0.04 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 5 HD216131 342.50080 24.60158
HD216386 HR8698 7.582 8.186 0.105 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 4 HD216386 343.15366 -7.57961
HD217906 HR8775 16.528 17.982 0.18 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 16 HD217906 345.94357 28.08279
HD218356 HR8796 2.19 2.338 0.051 800nm "" 1 5 "We conserved the 800nm data (most favourable for LD/UD intercomparaison). LD procedure Quadratic limb from 1995A&AS..114..247C. Error is LD_error (conservative)" 2003AJ....126.2502M "" 1 HD218356 346.77808 25.46826
HD61421 "Alp CMi A" 5.376 5.448 0.047 K "" 1 8 "" 2004A&A...413..251K "" 22 HD61421 114.82550 5.22499
HD224935 "30 PSC" 6.78 "" 0.07 640nm "" 2 4 "Broad_band CCD 58nm wide" 2004A&A...419..285F "" 2 HD224935 0.49006 -6.01407
HD59086 "V343 Gem" 5.1 "" 0.08 2.2 "" 2 8 "K filter , 0.4 mu wide." 2004A&A...419..285F "" 0 HD59086 112.32574 22.78864
HD131977 GJ570A 1.19 1.23 0.03 K "" 1 8 "" 2004A&A...426..297K "" 3 HD131977 224.36667 -21.41548
HD209100 GJ845 1.84 1.89 0.02 K "" 1 8 "" 2004A&A...426..297K "" 4 HD209100 330.84023 -56.78598
HIP19849 GJ166A 1.6 1.65 0.06 K "" 1 8 "" 2004A&A...426..297K "" 6 HIP19849 63.81800 -7.65287
HD10700 "Tau Cet" 2.032 2.078 0.031 K "" 1 8 "" 2004A&A...426..601D "" 9 HD10700 26.01701 -15.93748
HD22049 "Eps Eri" 2.093 2.148 0.029 K "" 1 8 "" 2004A&A...426..601D "" 5 HD22049 53.23269 -9.45826
HD102647 "Bet Leo" 1.429 1.449 0.027 K "" 1 8 "" 2004A&A...426..601D "" 11 HD102647 177.26491 14.57206
HD216956 "ALF PSA" 2.197 2.228 0.023 K "" 1 8 "" 2004A&A...426..601D "" 12 HD216956 344.41269 -29.62224
HD23249 "Del Eri" 2.427 2.386 0.019 K "" 1 8 "" 2005A&A...436..253T "" 4 HD23249 55.81209 -9.76339
HD100407 "Xi Hya" 2.4317 2.394 0.029 K "" 1 8 "" 2005A&A...436..253T "" 1 HD100407 173.25048 -31.85762
HD121370 "Eta Boo" 2.2274 2.2 0.031 K "" 1 8 SB 2005A&A...436..253T "" 9 HD121370 208.67116 18.39772
HD12025 "U PER" 6.6 "" 0.2 K "" 1 8 "MIRA VARIABLE" 2005ApJ...620..961M "" 1 HD12025 29.89634 54.82223
HD12025 "U PER" 4.85 "" 0.05 H "" 1 7 "MIRA VARIABLE" 2005ApJ...620..961M "" 1 HD12025 29.89634 54.82223
HD34019 "R Aur" 11.1 "" 0.1 J "" 1 6 "MIRA VARIABLE" 2005ApJ...620..961M "" 1 HD34019 79.32368 53.58612
HD34019 "R Aur" 10.1 "" 0.1 K "" 1 8 "MIRA VARIABLE" 2005ApJ...620..961M "" 1 HD34019 79.32368 53.58612
